交易 #,类型,日期/时间,信号,价格 USDT,仓位大小（数量）,仓位大小（价值）,净损益 USDT,净损益 %,最大交易获利 USDT,最大交易获利 %,交易亏损 USDT,交易亏损 %,累计P&L USDT,累计P&L %
1,空头出场,2017-09-15 04:00,平空-止盈,215.21,34.0078,9999.99359,2672.52,26.71,2683.32,26.82,-767.11,-7.67,2672.52,26.73
1,空头进场,2017-09-08 20:00,开空,294.05,34.0078,9999.99359,2672.52,26.71,2683.32,26.82,-767.11,-7.67,2672.52,26.73
2,空头出场,2017-09-24 04:00,平空-EMA,285.93,37.4503,9999.979106,-718.54,-7.18,553.76,5.53,-724.42,-7.24,1953.98,19.54
2,空头进场,2017-09-21 20:00,开空,267.02,37.4503,9999.979106,-718.54,-7.18,553.76,5.53,-724.42,-7.24,1953.98,19.54
3,多头出场,2017-09-29 08:00,平多,280,33.4806,9999.985608,-635.1,-6.35,474.44,4.74,-831.3,-8.31,1318.87,13.19
3,多头进场,2017-09-27 20:00,开多,298.68,33.4806,9999.985608,-635.1,-6.35,474.44,4.74,-831.3,-8.31,1318.87,13.19
4,多头出场,2017-10-03 12:00,平多,291.77,32.7976,9999.98824,-440.42,-4.40,79.95,0.80,-491.72,-4.91,878.45,8.78
4,多头进场,2017-09-30 20:00,开多,304.9,32.7976,9999.98824,-440.42,-4.40,79.95,0.80,-491.72,-4.91,878.45,8.78
5,多头出场,2017-10-10 00:00,平多,288.26,33.1488,9999.998496,-454.3,-4.54,552.89,5.53,-502.89,-5.03,424.15,4.24
5,多头进场,2017-10-06 20:00,开多,301.67,33.1488,9999.998496,-454.3,-4.54,552.89,5.53,-502.89,-5.03,424.15,4.24
6,多头出场,2017-10-18 08:00,平多,305.51,30.4878,9999.9984,-695.33,-6.95,787.68,7.87,-806.52,-8.06,-271.18,-2.71
6,多头进场,2017-10-13 12:00,开多,328,30.4878,9999.9984,-695.33,-6.95,787.68,7.87,-806.52,-8.06,-271.18,-2.71
7,空头出场,2017-10-24 16:00,平空-EMA,308.19,33.8432,9999.988736,-440.36,-4.40,782.87,7.82,-496.4,-4.96,-711.54,-7.12
7,空头进场,2017-10-21 16:00,开空,295.48,33.8432,9999.988736,-440.36,-4.40,782.87,7.82,-496.4,-4.96,-711.54,-7.12
8,空头出场,2017-10-29 16:00,平空-EMA,304.59,34.1506,9999.978692,-412.15,-4.12,87.89,0.88,-523.41,-5.23,-1123.69,-11.24
8,空头进场,2017-10-28 08:00,开空,292.82,34.1506,9999.978692,-412.15,-4.12,87.89,0.88,-523.41,-5.23,-1123.69,-11.24
9,空头出场,2017-11-04 04:00,平空-EMA,304.08,34.8419,9999.973719,-605.05,-6.05,422.86,4.23,-701.49,-7.01,-1728.74,-17.29
9,空头进场,2017-11-02 04:00,开空,287.01,34.8419,9999.973719,-605.05,-6.05,422.86,4.23,-701.49,-7.01,-1728.74,-17.29
10,多头出场,2017-11-10 20:00,平多,301,31.8339,9999.983007,-427.77,-4.28,468.37,4.68,-578.33,-5.78,-2156.51,-21.57
10,多头进场,2017-11-09 00:00,开多,314.13,31.8339,9999.983007,-427.77,-4.28,468.37,4.68,-578.33,-5.78,-2156.51,-21.57
11,多头出场,2017-11-30 20:00,平多,392.77,30.6522,9999.973728,2028.27,20.27,5780.91,57.78,-275.97,-2.76,-128.24,-1.28
11,多头进场,2017-11-14 12:00,开多,326.24,30.6522,9999.973728,2028.27,20.27,5780.91,57.78,-275.97,-2.76,-128.24,-1.28
12,多头出场,2017-12-06 20:00,平多,420.05,22.3883,9999.958078,-605.45,-6.05,873.52,8.73,-825.98,-8.26,-733.69,-7.34
12,多头进场,2017-12-01 20:00,开多,446.66,22.3883,9999.958078,-605.45,-6.05,873.52,8.73,-825.98,-8.26,-733.69,-7.34
