交易 #,类型,日期/时间,信号,价格 USDT,仓位大小（数量）,仓位大小（价值）,净损益 USDT,净损益 %,最大交易获利 USDT,最大交易获利 %,交易亏损 USDT,交易亏损 %,累计P&L USDT,累计P&L %
1,空头出场,2020-09-26 00:00,平空-EMA,3.22,3245.13,9995.0004,-464.54,-4.65,2331.5,23.31,-1497.76,-14.98,-464.54,-4.65
1,空头进场,2020-09-13 20:00,开空,3.08,3245.13,9995.0004,-464.54,-4.65,2331.5,23.31,-1497.76,-14.98,-464.54,-4.65
2,空头出场,2020-10-02 16:00,平空-止盈,2.47,3219.829,9530.69384,1568.97,16.45,1733.94,18.18,-230.15,-2.41,1104.43,11.04
2,空头进场,2020-09-29 04:00,开空,2.96,3219.829,9530.69384,1568.97,16.45,1733.94,18.18,-230.15,-2.41,1104.43,11.04
3,多头出场,2020-11-08 00:00,平多,1.89,5022.119,11098.88299,-1617.37,-14.57,1450.87,13.07,-1913.95,-17.24,-512.94,-5.13
3,多头进场,2020-11-07 12:00,开多,2.21,5022.119,11098.88299,-1617.37,-14.57,1450.87,13.07,-1913.95,-17.24,-512.94,-5.13
4,多头出场,2020-11-12 16:00,平多,1.97,4214.364,9482.319,-1188.91,-12.53,332.41,3.50,-1437.62,-15.15,-1701.85,-17.02
4,多头进场,2020-11-11 00:00,开多,2.25,4214.364,9482.319,-1188.91,-12.53,332.41,3.50,-1437.62,-15.15,-1701.85,-17.02
5,多头出场,2020-11-26 08:00,平多,1.94,3769.999,8293.9978,-988,-11.91,1164.55,14.03,-1587.55,-19.13,-2689.86,-26.90
5,多头进场,2020-11-15 20:00,开多,2.2,3769.999,8293.9978,-988,-11.91,1164.55,14.03,-1587.55,-19.13,-2689.86,-26.90
6,空头出场,2020-12-01 12:00,平空-EMA,2.12,3992.617,7306.48911,-1165.74,-15.95,395.61,5.41,-1241.36,-16.98,-3855.6,-38.56
6,空头进场,2020-11-26 20:00,开空,1.83,3992.617,7306.48911,-1165.74,-15.95,395.61,5.41,-1241.36,-16.98,-3855.6,-38.56
