交易 #,类型,日期/时间,信号,价格 USDT,仓位大小（数量）,仓位大小（价值）,净损益 USDT,净损益 %,最大交易获利 USDT,最大交易获利 %,交易亏损 USDT,交易亏损 %,累计P&L USDT,累计P&L %
1,空头出场,2018-05-20 20:00,平空-止盈,0.2468,40630,9994.98,-42.52,-0.43,125.02,1.25,-78.13,-0.78,-42.52,-0.43
1,空头进场,2018-05-20 16:00,开空,0.246,40630,9994.98,-42.52,-0.43,125.02,1.25,-78.13,-0.78,-42.52,-0.43
2,多头出场,2018-07-28 20:00,平多,0.1608,59030,9952.458,-470.16,-4.72,1671.48,16.79,-872.72,-8.76,-512.67,-5.13
2,多头进场,2018-07-18 00:00,开多,0.1686,59030,9952.458,-470.16,-4.72,1671.48,16.79,-872.72,-8.76,-512.67,-5.13
3,空头出场,2018-08-02 16:00,平空-止盈,0.1339,61059,9482.4627,1297.83,13.68,1338.56,14.11,-53.59,-0.56,785.16,7.85
3,空头进场,2018-07-30 20:00,开空,0.1553,61059,9482.4627,1297.83,13.68,1338.56,14.11,-53.59,-0.56,785.16,7.85
4,空头出场,2018-09-28 00:00,平空-EMA,0.0877,135594,10779.723,-1123.21,-10.41,713.26,6.61,-1157.94,-10.74,-338.04,-3.38
4,空头进场,2018-09-25 08:00,开空,0.0795,135594,10779.723,-1123.21,-10.41,713.26,6.61,-1157.94,-10.74,-338.04,-3.38
5,空头出场,2018-10-08 04:00,平空-EMA,0.0846,121933,9657.0936,-668.42,-6.92,68.33,0.71,-785.2,-8.13,-1006.47,-10.06
5,空头进场,2018-10-03 08:00,开空,0.0792,121933,9657.0936,-668.42,-6.92,68.33,0.71,-785.2,-8.13,-1006.47,-10.06
6,多头出场,2018-10-10 12:00,平多,0.0844,102380,8988.964,-356.91,-3.97,108.12,1.20,-434.49,-4.83,-1363.38,-13.63
6,多头进场,2018-10-08 20:00,开多,0.0878,102380,8988.964,-356.91,-3.97,108.12,1.20,-434.49,-4.83,-1363.38,-13.63
7,空头出场,2018-10-15 04:00,平空-止盈,0.0717,110670,8632.26,688.94,7.98,969.58,11.23,-81.79,-0.95,-674.44,-6.74
7,空头进场,2018-10-11 08:00,开空,0.078,110670,8632.26,688.94,7.98,969.58,11.23,-81.79,-0.95,-674.44,-6.74
8,多头出场,2018-11-08 08:00,平多,0.0766,116365,9320.8365,-416.39,-4.47,286.25,3.07,-423.57,-4.54,-1090.83,-10.91
8,多头进场,2018-11-06 20:00,开多,0.0801,116365,9320.8365,-416.39,-4.47,286.25,3.07,-423.57,-4.54,-1090.83,-10.91
9,空头出场,2018-11-15 00:00,平空-止盈,0.0654,119526,8904.687,1079.33,12.11,1417.91,15.92,-4.45,-0.05,-11.51,-0.12
9,空头进场,2018-11-14 08:00,开空,0.0745,119526,8904.687,1079.33,12.11,1417.91,15.92,-4.45,-0.05,-11.51,-0.12
10,多头出场,2018-12-25 08:00,平多,0.0391,229505,9983.4675,-1019.3,-10.20,1257.29,12.59,-1060.71,-10.62,-1030.81,-10.31
10,多头进场,2018-12-23 08:00,开多,0.0435,229505,9983.4675,-1019.3,-10.20,1257.29,12.59,-1060.71,-10.62,-1030.81,-10.31
11,空头出场,2018-12-29 00:00,平空-EMA,0.041,247643,8964.6766,-1198.25,-13.36,193.63,2.16,-1416.05,-15.79,-2229.05,-22.29
