交易 #,类型,日期/时间,信号,价格 USDT,仓位大小（数量）,仓位大小（价值）,净损益 USDT,净损益 %,最大交易获利 USDT,最大交易获利 %,交易亏损 USDT,交易亏损 %,累计P&L USDT,累计P&L %
55,多头进场,2020-05-12 08:00,开多,0.0502,1002544,50327.7088,1051.92,2.09,7393.66,14.68,-927.45,-1.84,41404.81,414.05
56,多头出场,2020-06-15 08:00,平多,0.0726,939289,51379.1083,16753.49,32.59,33506.93,65.18,-213.55,-0.42,58158.3,581.58
56,多头进场,2020-05-27 12:00,开多,0.0547,939289,51379.1083,16753.49,32.59,33506.93,65.18,-213.55,-0.42,58158.3,581.58
57,空头出场,2020-06-16 00:00,平空-EMA,0.0774,947485,68124.1715,-5281.9,-7.75,1671.41,2.45,-5813.72,-8.53,52876.4,528.76
57,空头进场,2020-06-15 12:00,开空,0.0719,947485,68124.1715,-5281.9,-7.75,1671.41,2.45,-5813.72,-8.53,52876.4,528.76
58,多头出场,2020-06-28 00:00,平多,0.076,768276,62844.9768,-4516.62,-7.18,4117.27,6.55,-5639.84,-8.97,48359.79,483.60
58,多头进场,2020-06-17 20:00,开多,0.0818,768276,62844.9768,-4516.62,-7.18,4117.27,6.55,-5639.84,-8.97,48359.79,483.60
59,空头出场,2020-06-28 20:00,平空-EMA,0.0803,763489,58330.5596,-3037.43,-5.20,47.18,0.08,-3159.47,-5.41,45322.36,453.22
59,空头进场,2020-06-28 08:00,开空,0.0764,763489,58330.5596,-3037.43,-5.20,47.18,0.08,-3159.47,-5.41,45322.36,453.22
60,多头出场,2020-08-11 20:00,平多,0.1372,671052,55294.6848,36699.97,66.34,48422.31,87.53,-1369.75,-2.48,82022.33,820.22
60,多头进场,2020-06-29 08:00,开多,0.0824,671052,55294.6848,36699.97,66.34,48422.31,87.53,-1369.75,-2.48,82022.33,820.22
61,多头出场,2020-08-18 16:00,平多,0.1373,644995,91976.287,-3508.74,-3.81,986,1.07,-3657.96,-3.98,78513.59,785.14
61,多头进场,2020-08-17 16:00,开多,0.1426,644995,91976.287,-3508.74,-3.81,986,1.07,-3657.96,-3.98,78513.59,785.14
62,空头出场,2020-08-26 00:00,平空-止盈,0.1113,671749,88469.3433,13622.06,15.39,17958.64,20.29,-2529.71,-2.86,92135.65,921.36
62,空头进场,2020-08-19 08:00,开空,0.1317,671749,88469.3433,13622.06,15.39,17958.64,20.29,-2529.71,-2.86,92135.65,921.36
63,空头出场,2020-09-04 04:00,平空-止盈,0.0945,886920,102084.492,18177.6,17.80,20259.43,19.84,-1647.5,-1.61,110313.25,1103.13
63,空头进场,2020-09-02 16:00,开空,0.1151,886920,102084.492,18177.6,17.80,20259.43,19.84,-1647.5,-1.61,110313.25,1103.13
64,多头出场,2020-10-02 12:00,平多,0.0948,1224573,120253.0686,-4281.72,-3.56,10348.74,8.60,-4958.42,-4.12,106031.53,1060.32
64,多头进场,2020-09-27 08:00,开多,0.0982,1224573,120253.0686,-4281.72,-3.56,10348.74,8.60,-4958.42,-4.12,106031.53,1060.32
65,空头出场,2020-10-05 00:00,平空-EMA,0.0976,1281475,115973.4875,-9219,-7.95,839.05,0.72,-9669.05,-8.33,96812.54,968.13
65,空头进场,2020-10-02 16:00,开空,0.0905,1281475,115973.4875,-9219,-7.95,839.05,0.72,-9669.05,-8.33,96812.54,968.13
66,空头出场,2020-10-08 20:00,平空-EMA,0.0963,1174468,106759.1412,-6452.06,-6.04,1355.98,1.27,-7217.63,-6.76,90360.48,903.60
66,空头进场,2020-10-07 08:00,开空,0.0909,1174468,106759.1412,-6452.06,-6.04,1355.98,1.27,-7217.63,-6.76,90360.48,903.60
67,多头出场,2020-10-20 16:00,平多,0.1023,1011192,100310.2464,3032.82,3.02,15218.84,15.16,-50.16,-0.05,93393.3,933.93
67,多头进场,2020-10-10 00:00,开多,0.0992,1011192,100310.2464,3032.82,3.02,15218.84,15.16,-50.16,-0.05,93393.3,933.93
68,多头出场,2020-10-26 20:00,平多,0.1015,964007,103341.5504,-5595.43,-5.41,5346.77,5.17,-6028.51,-5.83,87797.86,877.98
68,多头进场,2020-10-21 20:00,开多,0.1072,964007,103341.5504,-5595.43,-5.41,5346.77,5.17,-6028.51,-5.83,87797.86,877.98
69,空头出场,2020-11-06 08:00,平空-EMA,0.1014,978468,97748.9532,-1566.18,-1.60,11692.74,11.96,-2984.28,-3.05,86231.68,862.32
69,空头进场,2020-10-28 12:00,开空,0.0999,978468,97748.9532,-1566.18,-1.60,11692.74,11.96,-2984.28,-3.05,86231.68,862.32
70,多头出场,2020-11-14 16:00,平多,0.1026,906537,96183.5757,-3267.48,-3.40,7022.9,7.30,-6847.12,-7.12,82964.2,829.64
70,多头进场,2020-11-06 16:00,开多,0.1061,906537,96183.5757,-3267.48,-3.40,7022.9,7.30,-6847.12,-7.12,82964.2,829.64
